"season","firstName","lastName","teamName","position"
2020,"Darcy","Parish","Essendon",6
2020,"Darcy","Tucker","Fremantle",1
2020,"Darren","Minchington","Hawthorn",2
2020,"David","Astbury","Richmond",5
2020,"David","Cuningham","Carlton",2
2020,"David","Mackay","Adelaide",5
2020,"David","Mundy","Fremantle",6
2020,"David","Swallow","Gold Coast",6
2020,"David","Zaharakis","Essendon",2
2020,"Dayne","Zorko","Brisbane Lions",6
2020,"Dean","Kent","St Kilda",2
2020,"Derek","Eggmolesse-Smith","Richmond",5
2020,"Deven","Robertson","Brisbane Lions",2
2020,"Devon","Smith","Essendon",2
2020,"Dion","Prestia","Richmond",6
2020,"Dom","Sheed","West Coast",6
2020,"Dougal","Howard","St Kilda",4
2020,"Dustin","Martin","Richmond",6
2020,"Dylan","Clarke","Essendon",2
2020,"Dylan","Grimes","Richmond",4
2020,"Dylan","Moore","Hawthorn",1
2020,"Dylan","Roberton","St Kilda",4
2020,"Dylan","Shiel","Essendon",6
2020,"Dylan","Stephens","Sydney",1
2020,"Dyson","Heppell","Essendon",1
2020,"Easton","Wood","Western Bulldogs",4
2020,"Ed","Curnow","Carlton",6
2020,"Ed","Langdon","Melbourne",1
2020,"Ed","Phillips","St Kilda",1
2020,"Ed","Richards","Western Bulldogs",2
2020,"Ed","Vickers-Willis","North Melbourne",5
2020,"Eddie","Betts","Carlton",2
2020,"Elijah","Taylor","Sydney",2
2020,"Elliot","Yeo","West Coast",6
2020,"Elliott","Himmelberg","Adelaide",7
2020,"Eric","Hipwood","Brisbane Lions",7
2020,"Esava","Ratugolea","Geelong",7
2020,"Ethan","Hughes","Fremantle",5
2020,"Finn","Maginness","Hawthorn",2
2020,"Fischer","McAsey","Adelaide",4
2020,"Flynn","Appleby","Collingwood",7
2020,"Flynn","Perez","North Melbourne",5
2020,"Gary","Ablett","Geelong",2
2020,"Gary","Rohan","Geelong",7
2020,"George","Hewett","Sydney",6
2020,"Grant","Birchall","Brisbane Lions",5
2020,"Griffin","Logue","Fremantle",4
2020,"Gryan","Miers","Geelong",1
2020,"Hamish","Brayshaw","West Coast",7
2020,"Hamish","Hartlett","Port Adelaide",5
2020,"Harley","Bennell","Melbourne",2
2020,"Harris","Andrews","Brisbane Lions",4
2020,"Harry","Cunningham","Sydney",5
2020,"Harry","Edwards","West Coast",5
2020,"Harry","Himmelberg","GWS",7
2020,"Harry","Jones","Hawthorn",1
2020,"Harry","McKay","Carlton",7
2020,"Harry","Morrison","Hawthorn",5
2020,"Harry","Perryman","GWS",1
2020,"Harry","Schoenberg","Adelaide",2
2020,"Harry","Taylor","Geelong",4
2020,"Hayden","Crozier","Western Bulldogs",5
2020,"Hayden","McLean","Sydney",7
2020,"Hayden","Young","Fremantle",5
2020,"Heath","Shaw","GWS",5
2020,"Hugh","Greenwood","Gold Coast",6
2020,"Hugh","McCluggage","Brisbane Lions",6
2020,"Hunter","Clark","St Kilda",5
2020,"Irving","Mosquito","Essendon",2
2020,"Isaac","Cumming","GWS",5
2020,"Isaac","Heeney","Sydney",7
2020,"Isaac","Quaynor","Collingwood",5
2020,"Isaac","Smith","Hawthorn",1
2020,"Ivan","Soldo","Richmond",3
2020,"Izak","Rankine","Gold Coast",7
2020,"Jack","Billings","St Kilda",1
2020,"Jack","Bowes","Gold Coast",5
2020,"Jack","Buckley","GWS",5
2020,"Jack","Bytel","St Kilda",1
2020,"Jack","Crisp","Collingwood",5
2020,"Jack","Darling","West Coast",7
2020,"Jack","Graham","Richmond",6
2020,"Jack","Gunston","Hawthorn",7
2020,"Jack","Henry","Geelong",4
2020,"Jack","Higgins","Richmond",2
2020,"Jack","Lonie","St Kilda",2
2020,"Jack","Lukosius","Gold Coast",5
2020,"Jack","Macrae","Western Bulldogs",6
2020,"Jack","Madgen","Collingwood",5
2020,"Jack","Mahony","North Melbourne",2
2020,"Jack","Martin","Carlton",7
2020,"Jack","Newnes","Carlton",1
2020,"Jack","Payne","Brisbane Lions",4
2020,"Jack","Petruccelle","West Coast",2
2020,"Jack","Redden","West Coast",1
2020,"Jack","Riewoldt","Richmond",7
2020,"Jack","Ross","Richmond",1
2020,"Jack","Scrimshaw","Hawthorn",5
2020,"Jack","Silvagni","Carlton",7
2020,"Jack","Sinclair","St Kilda",6
2020,"Jack","Steele","St Kilda",6
2020,"Jack","Steven","Geelong",1
2020,"Jack","Viney","Melbourne",6
2020,"Jack","Ziebell","North Melbourne",7
2020,"Jackson","Hately","GWS",1
2020,"Jackson","Nelson","West Coast",5
2020,"Jackson","Thurlow","Sydney",5
2020,"Jackson","Trengove","Western Bulldogs",4
2020,"Jacob","Hopper","GWS",6
2020,"Jacob","Townsend","Essendon",7
2020,"Jacob","Weitering","Carlton",4
2020,"Jade","Gresham","St Kilda",6
2020,"Jaeger","O'Meara","Hawthorn",6
2020,"Jaidyn","Stephenson","Collingwood",7
2020,"Jake","Aarts","Richmond",2
2020,"Jake","Carlisle","St Kilda",4
2020,"Jake","Kelly","Adelaide",4
2020,"Jake","Kolodjashnij","Geelong",4
2020,"Jake","Lever","Melbourne",4
2020,"Jake","Lloyd","Sydney",5
2020,"Jake","Melksham","Melbourne",2
2020,"Jake","Riccardi","GWS",7
2020,"Jake","Stringer","Essendon",7
2020,"Jake","Waterman","West Coast",1
2020,"Jamaine","Jones","West Coast",2
2020,"James","Aish","Fremantle",1
2020,"James","Bell","Sydney",2
2020,"James","Cousins","Hawthorn",6
2020,"James","Frawley","Hawthorn",4
2020,"James","Harmes","Melbourne",1
2020,"James","Rowbottom","Sydney",6
2020,"James","Sicily","Hawthorn",5
2020,"James","Stewart","Essendon",7
2020,"James","Worpel","Hawthorn",6
2020,"Jamie","Cripps","West Coast",2
2020,"Jamie","Elliott","Collingwood",2
2020,"Jamie","Macmillan","North Melbourne",5
2020,"Jared","Polec","North Melbourne",1
2020,"Jarman","Impey","Hawthorn",2
2020,"Jarrod","Berry","Brisbane Lions",1
2020,"Jarrod","Brander","West Coast",1
2020,"Jarrod","Cameron","West Coast",2
2020,"Jarrod","Harbrow","Gold Coast",5
2020,"Jarrod","Lienert","Port Adelaide",5
2020,"Jarrod","Witts","Gold Coast",3
2020,"Jarryd","Lyons","Brisbane Lions",6
2020,"Jarryn","Geary","St Kilda",1
2020,"Jason","Castagna","Richmond",2
2020,"Jason","Johannisen","Western Bulldogs",1
2020,"Jasper","Pittard","North Melbourne",5
2020,"Jay","Lockhart","Melbourne",5
2020,"Jayden","Hunt","Melbourne",7
2020,"Jayden","Laverde","Essendon",7
2020,"Jayden","Short","Richmond",5
2020,"Jed","Anderson","North Melbourne",6
2020,"Jed","Bews","Geelong",5
2020,"Jeremy","Cameron","GWS",7
2020,"Jeremy","Finlayson","GWS",7
2020,"Jeremy","Howe","Collingwood",5
2020,"Jeremy","McGovern","West Coast",4
2020,"Jeremy","Sharp","Gold Coast",5
2020,"Jesse","Hogan","Fremantle",7
2020,"Jesse","Joyce","Gold Coast",5
2020,"Joe","Daniher","Essendon",7
2020,"Joel","Amartey","Sydney",3
2020,"Joel","Selwood","Geelong",6
2020,"Joel","Smith","Melbourne",4
2020,"John","Noble","Collingwood",5
2020,"Jonathon","Ceglar","Hawthorn",3
2020,"Jonathon","Marsh","St Kilda",7
2020,"Jonathon","Patton","Hawthorn",7
2020,"Jordan","Clark","Geelong",1
2020,"Jordan","Dawson","Sydney",1
2020,"Jordan","Ridley","Essendon",5
2020,"Jordan","Roughead","Collingwood",4
2020,"Jordan","de Goey","Collingwood",7
2020,"Jordon","Butts","Adelaide",4
2020,"Josh","Battle","St Kilda",7
2020,"Josh","Begley","Essendon",2
2020,"Josh","Bruce","Western Bulldogs",7
2020,"Josh","Caddy","Richmond",1
2020,"Josh","Corbett","Gold Coast",7
2020,"Josh","Daicos","Collingwood",1
2020,"Josh","Dunkley","Western Bulldogs",6
2020,"Josh","Honey","Carlton",7
2020,"Josh","Jenkins","Geelong",6
2020,"Josh","Kelly","GWS",6
2020,"Josh","Kennedy","Sydney",6
2020,"Josh","Kennedy","West Coast",7
2020,"Josh","Morris","Hawthorn",2
2020,"Josh","Rotham","West Coast",4
2020,"Josh","Schache","Western Bulldogs",7
2020,"Josh","Thomas","Collingwood",2
2020,"Josh","Wagner","Melbourne",5
2020,"Josh","Walker","North Melbourne",4
2020,"Justin","McInerney","Sydney",1
2020,"Justin","Westhoff","Port Adelaide",7
2020,"Jy","Farrar","Gold Coast",5
2020,"Jy","Simpkin","North Melbourne",6
2020,"Jye","Caldwell","GWS",1
2020,"Kade","Simpson","Carlton",5
2020,"Kaiden","Brand","Sydney",4
2020,"Kamdyn","McIntosh","Richmond",1
2020,"Kane","Farrell","Port Adelaide",2
2020,"Kane","Lambert","Richmond",2
2020,"Karl","Amon","Port Adelaide",1
2020,"Keegan","Brooksby","Hawthorn",3
2020,"Keidean","Coleman","Brisbane Lions",2
2020,"Kieran","Strachan","Adelaide",3
2020,"Kobe","Mutch","Essendon",1
2020,"Kyle","Hartigan","Adelaide",4
2020,"Kyle","Langford","Essendon",1
2020,"Kyron","Hayden","North Melbourne",5
2020,"Kysaiah","Pickett","Melbourne",2
2020,"Lachie","Ash","GWS",5
2020,"Lachie","Fogarty","Geelong",1
2020,"Lachie","Henderson","Geelong",5
2020,"Lachie","Hunter","Western Bulldogs",1
2020,"Lachie","Neale","Brisbane Lions",6
2020,"Lachie","Plowman","Carlton",4
2020,"Lachie","Schultz","Fremantle",2
2020,"Lachie","Weller","Gold Coast",1
2020,"Lachie","Whitfield","GWS",5
2020,"Lachie","Young","Western Bulldogs",2
2020,"Lachlan","Hosie","North Melbourne",2
2020,"Lachlan","Keeffe","GWS",4
2020,"Lachlan","Murphy","Adelaide",2
2020,"Lachlan","Sholl","Adelaide",5
2020,"Laitham","Vandermeer","Western Bulldogs",2
2020,"Levi","Casboult","Carlton",7
2020,"Levi","Greenwood","Collingwood",2
2020,"Lewis","Jetta","West Coast",5
2020,"Lewis","Melican","Sydney",4
2020,"Lewis","Taylor","Sydney",2
2020,"Lewis","Young","Western Bulldogs",7
2020,"Liam","Baker","Richmond",5
2020,"Liam","Duggan","West Coast",5
2020,"Liam","Henry","Fremantle",2
2020,"Liam","Jones","Carlton",4
2020,"Liam","Ryan","West Coast",7
2020,"Liam","Shiels","Hawthorn",1
2020,"Lin","Jong","Western Bulldogs",1
2020,"Lincoln","McCarthy","Brisbane Lions",2
2020,"Lochie","O'Brien","Carlton",2
2020,"Louis","Butler","Western Bulldogs",5
2020,"Luke","Breust","Hawthorn",2
2020,"Luke","Brown","Adelaide",5
2020,"Luke","Dahlhaus","Geelong",1
2020,"Luke","Davies-Uniacke","North Melbourne",6
2020,"Luke","Dunstan","St Kilda",6
2020,"Luke","Foley","West Coast",4
2020,"Luke","Jackson","Melbourne",7
2020,"Luke","McDonald","North Melbourne",5
2020,"Luke","Parker","Sydney",6
2020,"Luke","Ryan","Fremantle",5
2020,"Luke","Shuey","West Coast",6
2020,"Lynden","Dunn","Collingwood",4
2020,"Mabior","Chol","Richmond",7
2020,"Mac","Pitchford","GWS",2
2020,"Mac","Pitchford","St Kilda",3
2020,"Majak","Daw","North Melbourne",7
2020,"Marc","Murphy","Carlton",1
2020,"Marc","Pittonet","Carlton",3
2020,"Marcus","Adams","Brisbane Lions",5
2020,"Marcus","Bontempelli","Western Bulldogs",6
2020,"Mark","Blicavs","Geelong",4
2020,"Mark","Hutchings","West Coast",1
2020,"Mark","Keane","Collingwood",4
2020,"Mark","O'Connor","Geelong",5
2020,"Marley","Williams","North Melbourne",5
2020,"Marlion","Pickett","Richmond",2
2020,"Martin","Gleeson","Essendon",5
2020,"Mason","Cox","Collingwood",7
2020,"Mason","Redman","Essendon",5
2020,"Mason","Wood","North Melbourne",1
2020,"Matt","Crouch","Adelaide",6
2020,"Matt","Eagles","Brisbane Lions",3
2020,"Matt","Guelfi","Essendon",5
2020,"Matt","Ling","Sydney",5
2020,"Matt","Rowell","Gold Coast",6
2020,"Matt","Scharenberg","Collingwood",4
2020,"Matt","Suckling","Western Bulldogs",1
2020,"Matthew","Cottrell","Carlton",1
2020,"Matthew","Kennedy","Carlton",6
2020,"Matthew","Kreuzer","Carlton",3
2020,"Matthew","Owies","Carlton",2
2020,"Matthew","Parker","St Kilda",2
2020,"Matthew","Taberner","Fremantle",7
2020,"Max","Gawn","Melbourne",3
2020,"Max","King","St Kilda",7
2020,"Max","Lynch","Collingwood",2
2020,"Michael","Frederick","Fremantle",2
2020,"Michael","Gibbons","Carlton",2
2020,"Michael","Hartley","Hawthorn",5
2020,"Michael","Hibberd","Melbourne",5
2020,"Michael","Hurley","Essendon",5
2020,"Michael","Walters","Fremantle",2
2020,"Mitch","Brown","Melbourne",1
2020,"Mitch","Crowden","Fremantle",2
2020,"Mitch","Duncan","Geelong",1
2020,"Mitch","Georgiades","Port Adelaide",7
2020,"Mitch","Hannan","Melbourne",2
2020,"Mitch","Hinge","Brisbane Lions",6
2020,"Mitch","Lewis","Hawthorn",7
2020,"Mitch","McGovern","Carlton",7
2020,"Mitch","Robinson","Brisbane Lions",1
2020,"Mitch","Wallis","Western Bulldogs",7
2020,"Mitchell","Hibberd","Essendon",2
2020,"Myles","Poholke","Adelaide",2
2020,"Nat","Fyfe","Fremantle",6
2020,"Nathan","Broad","Richmond",5
2020,"Nathan","Jones","Melbourne",1
2020,"Nathan","Wilson","Fremantle",5
2020,"Ned","Cahill","Essendon",7
2020,"Ned","McHenry","Adelaide",2
2020,"Neville","Jetta","Melbourne",2
2020,"Nic","Naitanui","West Coast",3
2020,"Nic","Newman","Carlton",5
2020,"Nic","Reid","West Coast",2
2020,"Nick","Blakey","Sydney",1
2020,"Nick","Coffield","St Kilda",5
2020,"Nick","Haynes","GWS",5
2020,"Nick","Hind","St Kilda",2
2020,"Nick","Holman","Gold Coast",2
2020,"Nick","Larkey","North Melbourne",7
2020,"Nick","Vlastuin","Richmond",5
2020,"Noah","Anderson","Gold Coast",1
2020,"Noah","Answerth","Brisbane Lions",5
2020,"Noah","Balta","Richmond",4
2020,"Oleg","Markov","Richmond",5
2020,"Oliver","Florent","Sydney",1
2020,"Oliver","Hanrahan","Hawthorn",2
2020,"Ollie","Wines","Port Adelaide",6
2020,"Orazio","Fantasia","Essendon",2
2020,"Oscar","Allen","West Coast",7
2020,"Oscar","McDonald","Melbourne",4
2020,"Oscar","McInerney","Brisbane Lions",3
2020,"Oskar","Baker","Melbourne",5
2020,"Paddy","Dow","Carlton",2
2020,"Patrick","Cripps","Carlton",6
2020,"Patrick","Dangerfield","Geelong",6
2020,"Patrick","Lipinski","Western Bulldogs",1
2020,"Patrick","Naish","Richmond",2
2020,"Paul","Ahern","North Melbourne",2
2020,"Paul","Puopolo","Hawthorn",2
2020,"Paul","Seedsman","Adelaide",1
2020,"Pearce","Hanley","Gold Coast",5
2020,"Peter","Ladhams","Port Adelaide",3
2020,"Phil","Davis","GWS",4
2020,"Quinton","Narkle","Geelong",6
2020,"Reece","Conca","Fremantle",5
2020,"Reilly","O'Brien","Adelaide",3
2020,"Rhylee","West","Western Bulldogs",1
2020,"Rhys","Mathieson","Brisbane Lions",6
2020,"Rhys","Stanley","Geelong",3
2020,"Ricky","Henderson","Hawthorn",5
2020,"Riley","Bonner","Port Adelaide",5
2020,"Riley","Knight","Adelaide",2
2020,"Roarke","Smith","Western Bulldogs",2
2020,"Robbie","Fox","Sydney",4
2020,"Robbie","Gray","Port Adelaide",2
2020,"Robbie","Tarrant","North Melbourne",5
2020,"Rory","Atkins","Adelaide",2
2020,"Rory","Laird","Adelaide",6
2020,"Rory","Lobb","Fremantle",7
2020,"Rory","Sloane","Adelaide",6
2020,"Rowan","Marshall","St Kilda",3
2020,"Rupert","Wills","Collingwood",6
2020,"Ryan","Abbott","St Kilda",7
2020,"Ryan","Burton","Port Adelaide",5
2020,"Ryan","Byrnes","St Kilda",2
2020,"Ryan","Clarke","Sydney",1
2020,"Ryan","Gardner","Western Bulldogs",4
2020,"Ryan","Lester","Brisbane Lions",4
2020,"Ryley","Stoddart","Sydney",1
2020,"Sam","Collins","Gold Coast",4
2020,"Sam","Day","Gold Coast",7
2020,"Sam","Docherty","Carlton",5
2020,"Sam","Draper","Essendon",3
2020,"Sam","Durdin","North Melbourne",5
2020,"Sam","Flanders","Gold Coast",2
2020,"Sam","Frost","Hawthorn",4
2020,"Sam","Gray","Sydney",2
2020,"Sam","Jacobs","GWS",3
2020,"Sam","Lloyd","Western Bulldogs",2
2020,"Sam","Mayes","Port Adelaide",1
2020,"Sam","Menegola","Geelong",1
2020,"Sam","Naismith","Sydney",3
2020,"Sam","Petrevski-Seton","Carlton",5
2020,"Sam","Philp","Carlton",2
2020,"Sam","Powell-Pepper","Port Adelaide",6
2020,"Sam","Reid","GWS",2
2020,"Sam","Reid","Sydney",7
2020,"Sam","Simpson","Geelong",2
2020,"Sam","Skinner","Brisbane Lions",7
2020,"Sam","Sturt","Fremantle",7
2020,"Sam","Taylor","GWS",4
2020,"Sam","Walsh","Carlton",1
2020,"Sam","Weideman","Melbourne",7
2020,"Sam","Wicks","Sydney",2
2020,"Scott","Lycett","Port Adelaide",3
2020,"Scott","Pendlebury","Collingwood",6
2020,"Sean","Darcy","Fremantle",3
2020,"Sean","Lemmens","Gold Coast",2
2020,"Sebastian","Ross","St Kilda",1
2020,"Shai","Bolton","Richmond",6
2020,"Shane","Edwards","Richmond",6
2020,"Shane","McAdam","Adelaide",7
2020,"Shane","Mumford","GWS",3
2020,"Shane","Savage","St Kilda",5
2020,"Shannon","Hurn","West Coast",5
2020,"Shaun","Atley","North Melbourne",5
2020,"Shaun","Burgoyne","Hawthorn",2
2020,"Shaun","Higgins","North Melbourne",1
2020,"Shaun","McKernan","Essendon",7
2020,"Steele","Sidebottom","Collingwood",6
2020,"Stefan","Martin","Brisbane Lions",3
2020,"Stephen","Coniglio","GWS",6
2020,"Stephen","Hill","Fremantle",5
2020,"Steven","May","Melbourne",4
2020,"Steven","Motlop","Port Adelaide",2
2020,"Sydney","Stack","Richmond",2
2020,"Tarryn","Thomas","North Melbourne",2
2020,"Taylin","Duman","Fremantle",5
2020,"Taylor","Adams","Collingwood",6
2020,"Taylor","Duryea","Western Bulldogs",5
2020,"Taylor","Garner","North Melbourne",2
2020,"Taylor","Walker","Adelaide",7
2020,"Thomson","Dow","Richmond",2
2020,"Tim","Broomhead","Collingwood",2
2020,"Tim","English","Western Bulldogs",3
2020,"Tim","Kelly","West Coast",6
2020,"Tim","Membrey","St Kilda",7
2020,"Tim","O'Brien","Hawthorn",2
2020,"Tim","Taranto","GWS",6
2020,"Tobe","Watson","Fremantle",5
2020,"Toby","Bedford","Melbourne",2
2020,"Toby","Greene","GWS",7
2020,"Toby","McLean","Western Bulldogs",2
2020,"Toby","Nankervis","Richmond",3
2020,"Todd","Goldstein","North Melbourne",3
2020,"Todd","Marshall","Port Adelaide",7
2020,"Tom","Atkins","Geelong",2
2020,"Tom","Barrass","West Coast",4
2020,"Tom","Bellchambers","Essendon",3
2020,"Tom","Berry","Brisbane Lions",2
2020,"Tom","Campbell","North Melbourne",4
2020,"Tom","Clurey","Port Adelaide",4
2020,"Tom","Cole","West Coast",5
2020,"Tom","Cutler","Essendon",1
2020,"Tom","De Koning","Carlton",3
2020,"Tom","Doedee","Adelaide",5
2020,"Tom","Fullarton","Brisbane Lions",7
2020,"Tom","Green","GWS",6
2020,"Tom","Hawkins","Geelong",7
2020,"Tom","Hickey","West Coast",3
2020,"Tom","Hutchesson","GWS",1
2020,"Tom","Jonas","Port Adelaide",4
2020,"Tom","Liberatore","Western Bulldogs",6
2020,"Tom","Lynch","Adelaide",1
2020,"Tom","Lynch","Richmond",7
2020,"Tom","McCartin","Sydney",7
2020,"Tom","McDonald","Melbourne",7
2020,"Tom","Mitchell","Hawthorn",6
2020,"Tom","Murphy","North Melbourne",1
2020,"Tom","Papley","Sydney",7
2020,"Tom","Phillips","Collingwood",1
2020,"Tom","Rockliff","Port Adelaide",6
2020,"Tom","Scully","Hawthorn",2
2020,"Tom","Sheridan","GWS",5
2020,"Tom","Sparrow","Melbourne",2
2020,"Tom","Stewart","Geelong",5
2020,"Tom","Williamson","Carlton",5
2020,"Tory","Dickson","Western Bulldogs",2
2020,"Touk","Miller","Gold Coast",6
2020,"Travis","Boak","Port Adelaide",6
2020,"Travis","Colyer","Fremantle",2
2020,"Travis","Varcoe","Collingwood",1
2020,"Trent","Cotchin","Richmond",6
2020,"Trent","Dumont","North Melbourne",6
2020,"Trent","McKenzie","Port Adelaide",5
2020,"Trent","Rivers","Melbourne",5
2020,"Trey","Ruscoe","Collingwood",7
2020,"Tristan","Xerri","North Melbourne",7
2020,"Tyler","Brown","Collingwood",1
2020,"Tyson","Stengle","Adelaide",2
2020,"Wayne","Milera","Adelaide",5
2020,"Wil","Powell","Gold Coast",5
2020,"Will","Brodie","Gold Coast",1
2020,"Will","Day","Hawthorn",5
2020,"Will","Hamill","Adelaide",5
2020,"Will","Hayes","Western Bulldogs",2
2020,"Will","Hayward","Sydney",2
2020,"Will","Hoskin-Elliott","Collingwood",1
2020,"Will","Kelly","Collingwood",7
2020,"Will","Schofield","West Coast",4
2020,"Will","Setterfield","Carlton",6
2020,"Will","Snelling","Essendon",2
2020,"Will","Walker","North Melbourne",1
2020,"Xavier","Duursma","Port Adelaide",1
2020,"Xavier","O'Halloran","GWS",2
2020,"Xavier","O'Neill","West Coast",2
2020,"Zac","Bailey","Brisbane Lions",1
2020,"Zac","Fisher","Carlton",2
2020,"Zac","Foot","Sydney",2
2020,"Zac","Langdon","GWS",2
2020,"Zac","Williams","GWS",5
2020,"Zach","Guthrie","Geelong",5
2020,"Zach","Merrett","Essendon",6
2020,"Zach","Tuohy","Geelong",1
2020,"Zaine","Cordy","Western Bulldogs",4
2020,"Zak","Butters","Port Adelaide",2
2020,"Zak","Jones","St Kilda",6
2021,"Aaron","Francis","Essendon",4
2021,"Aaron","Hall","North Melbourne",5
2021,"Aaron","Naughton","Western Bulldogs",7
2021,"Aaron","Vandenberg","Melbourne",1
2021,"Adam","Cerra","Fremantle",6
2021,"Adam","Kennedy","GWS",5
2021,"Adam","Saad","Carlton",5
2021,"Adam","Tomlinson","Melbourne",4
2021,"Adam","Treloar","Western Bulldogs",6
2021,"Aidan","Corr","North Melbourne",5
2021,"Aiden","Bonar","North Melbourne",4
2021,"Alec","Waterman","Essendon",7
2021,"Alex","Davies","Gold Coast",6
2021,"Alex","Keath","Western Bulldogs",4
2021,"Alex","Neal-Bullen","Melbourne",6
2021,"Alex","Pearce","Fremantle",4
2021,"Alex","Sexton","Gold Coast",1
2021,"Alex","Witherden","West Coast",5
2021,"Aliir","Aliir","Port Adelaide",4
2021,"Andrew","Brayshaw","Fremantle",6
2021,"Andrew","Gaff","West Coast",1
2021,"Andrew","McGrath","Essendon",6
2021,"Andrew","McPherson","Adelaide",5
2021,"Andrew","Phillips","Essendon",3
2021,"Angus","Brayshaw","Melbourne",1
2021,"Anthony","McDonald-Tipungwuti","Essendon",2
2021,"Anthony","Scott","Western Bulldogs",2
2021,"Anton","Tohill","Collingwood",4
2021,"Archie","Perkins","Essendon",2
2021,"Atu","Bosenavulagi","North Melbourne",1
2021,"Bachar","Houli","Richmond",5
2021,"Bailey","Banfield","Fremantle",2
2021,"Bailey","Dale","Western Bulldogs",5
2021,"Bailey","Scott","North Melbourne",2
2021,"Bailey","Smith","Western Bulldogs",1
2021,"Bailey","Williams","West Coast",3
2021,"Bailey","Williams","Western Bulldogs",5
2021,"Bayley","Fritsch","Melbourne",7
2021,"Beau","McCreery","Collingwood",2
2021,"Ben","Ainsworth","Gold Coast",2
2021,"Ben","Brown","Melbourne",7
2021,"Ben","Cavarra","Western Bulldogs",2
2021,"Ben","Cunnington","North Melbourne",6
2021,"Ben","Davis","Adelaide",5
2021,"Ben","Keays","Adelaide",6
2021,"Ben","King","Gold Coast",7
2021,"Ben","Long","St Kilda",1
2021,"Ben","McEvoy","Hawthorn",3
2021,"Ben","McKay","North Melbourne",4
2021,"Ben","Miller","Richmond",4
2021,"Ben","Ronke","Sydney",2
2021,"Billy","Frampton","Adelaide",7
2021,"Blake","Acres","Fremantle",1
2021,"Blake","Hardwick","Hawthorn",5
2021,"Bobby","Hill","GWS",2
2021,"Boyd","Woodcock","Port Adelaide",2
2021,"Brad","Close","Geelong",2
2021,"Brad","Crouch","St Kilda",6
2021,"Brad","Sheppard","West Coast",5
2021,"Bradley","Hill","St Kilda",5
2021,"Braeden","Campbell","Sydney",5
2021,"Brandan","Parfitt","Geelong",6
2021,"Brandon","Ellis","Gold Coast",1
2021,"Brandon","Starcevich","Brisbane Lions",5
2021,"Brandon","Walker","Fremantle",5
2021,"Brandon","Zerk-Thatcher","Essendon",4
2021,"Brayden","Ainsworth","West Coast",4
2021,"Brayden","Cook","Adelaide",1
2021,"Brayden","Fiorini","Gold Coast",6
2021,"Brayden","Ham","Essendon",1
2021,"Brayden","Maynard","Collingwood",5
2021,"Brayden","Sier","Collingwood",6
2021,"Brendon","Ah Chee","West Coast",2
2021,"Brennan","Cox","Fremantle",4
2021,"Brent","Daniels","GWS",2
2021,"Brett","Bewley","Fremantle",5
2021,"Brodie","Grundy","Collingwood",3
2021,"Brodie","Kemp","Carlton",4
2021,"Brodie","Smith","Adelaide",5
2021,"Brody","Mihocek","Collingwood",7
2021,"Buku","Khamis","Western Bulldogs",4
2021,"Cale","Hooker","Essendon",7
2021,"Caleb","Daniel","Western Bulldogs",5
2021,"Caleb","Graham","Gold Coast",4
2021,"Caleb","Poulter","Collingwood",1
2021,"Caleb","Serong","Fremantle",6
2021,"Callan","Ward","GWS",6
2021,"Callum","Ah Chee","Brisbane Lions",2
2021,"Callum","Brown","Collingwood",2
2021,"Callum","Brown","GWS",7
2021,"Callum","Coleman-Jones","Richmond",7
2021,"Callum","Mills","Sydney",6
2021,"Callum","Sinclair","Sydney",3
2021,"Callum","Wilkie","St Kilda",4
2021,"Cameron","Guthrie","Geelong",6
2021,"Cameron","Zurhaar","North Melbourne",7
2021,"Chad","Warner","Sydney",6
2021,"Chad","Wingard","Hawthorn",6
2021,"Changkuoth","Jiath","Hawthorn",5
2021,"Charlie","Ballard","Gold Coast",4
2021,"Charlie","Cameron","Brisbane Lions",7
2021,"Charlie","Comben","North Melbourne",7
2021,"Charlie","Constable","Geelong",1
2021,"Charlie","Curnow","Carlton",7
2021,"Charlie","Dixon","Port Adelaide",7
2021,"Charlie","Lazzaro","North Melbourne",2
2021,"Charlie","Spargo","Melbourne",2
2021,"Chayce","Jones","Adelaide",5
2021,"Chris","Burgess","Gold Coast",7
2021,"Chris","Mayne","Collingwood",5
2021,"Christian","Petracca","Melbourne",6
2021,"Christian","Salem","Melbourne",5
2021,"Clayton","Oliver","Melbourne",6
2021,"Cody","Weightman","Western Bulldogs",7
2021,"Colin","O'Riordan","Sydney",2
2021,"Connor","Ballenden","Brisbane Lions",4
2021,"Connor","Blakely","Fremantle",1
2021,"Connor","Budarick","Gold Coast",5
2021,"Connor","Downie","Hawthorn",5
2021,"Connor","Idun","GWS",4
2021,"Connor","Menadue","North Melbourne",5
2021,"Connor","Rozee","Port Adelaide",2
2021,"Connor","West","West Coast",2
2021,"Conor","Nash","Hawthorn",1
2021,"Conor","Stone","GWS",2
2021,"Cooper","Sharman","St Kilda",7
2021,"Corey","Durdin","Carlton",2
2021,"Curtis","Taylor","North Melbourne",1
2021,"Damon","Greaves","Hawthorn",5
2021,"Dan","Butler","St Kilda",2
2021,"Dan","Hannebery","St Kilda",6
2021,"Dan","Houston","Port Adelaide",1
2021,"Dane","Rampe","Sydney",5
2021,"Daniel","Howe","Hawthorn",1
2021,"Daniel","Lloyd","GWS",2
2021,"Daniel","McKenzie","St Kilda",1
