"season","firstName","lastName","teamName","position"
2017,"David","Astbury","Richmond",4
2017,"David","Cuningham","Carlton",2
2017,"David","Mackay","Adelaide",1
2017,"David","Mundy","Fremantle",6
2017,"David","Myers","Essendon",1
2017,"David","Swallow","Gold Coast",6
2017,"David","Zaharakis","Essendon",1
2017,"Dawson","Simpson","GWS",3
2017,"Dayne","Beams","Brisbane Lions",6
2017,"Dayne","Zorko","Brisbane Lions",6
2017,"Dean","Kent","Melbourne",2
2017,"Dean","Towers","Sydney",1
2017,"Declan","Mountford","North Melbourne",2
2017,"Dennis","Armfield","Carlton",5
2017,"Devon","Smith","GWS",2
2017,"Dion","Prestia","Richmond",6
2017,"Dom","Sheed","West Coast",1
2017,"Dom","Tyson","Melbourne",6
2017,"Dougal","Howard","Port Adelaide",4
2017,"Drew","Petrie","West Coast",3
2017,"Dustin","Martin","Richmond",6
2017,"Dylan","Buckley","Carlton",5
2017,"Dylan","Grimes","Richmond",4
2017,"Dylan","Roberton","St Kilda",5
2017,"Dylan","Shiel","GWS",6
2017,"Dyson","Heppell","Essendon",6
2017,"Easton","Wood","Western Bulldogs",4
2017,"Ed","Curnow","Carlton",6
2017,"Ed","Langdon","Fremantle",1
2017,"Ed","Vickers-Willis","North Melbourne",5
2017,"Eddie","Betts","Adelaide",7
2017,"Elliot","Yeo","West Coast",1
2017,"Eric","Hipwood","Brisbane Lions",7
2017,"Eric","Mackenzie","West Coast",4
2017,"Ethan","Hughes","Fremantle",5
2017,"Fletcher","Roberts","Western Bulldogs",4
2017,"Fraser","McInnes","West Coast",4
2017,"Garrick","Ibbotson","Fremantle",5
2017,"Gary","Ablett","Gold Coast",6
2017,"Gary","Rohan","Sydney",7
2017,"George","Hewett","Sydney",6
2017,"George","Horlin-Smith","Geelong",6
2017,"Grant","Birchall","Hawthorn",5
2017,"Griffin","Logue","Fremantle",4
2017,"Hamish","Hartlett","Port Adelaide",5
2017,"Harley","Balic","Fremantle",1
2017,"Harley","Bennell","Fremantle",7
2017,"Harris","Andrews","Brisbane Lions",4
2017,"Harrison","Macreadie","Carlton",4
2017,"Harrison","Marsh","Sydney",5
2017,"Harry","Cunningham","Sydney",2
2017,"Harry","Himmelberg","GWS",2
2017,"Harry","McKay","Carlton",7
2017,"Harry","Morrison","Hawthorn",1
2017,"Harry","Perryman","GWS",5
2017,"Harry","Taylor","Geelong",7
2017,"Hayden","Ballantyne","Fremantle",2
2017,"Hayden","Crozier","Fremantle",2
2017,"Heath","Grundy","Sydney",5
2017,"Heath","Hocking","Essendon",2
2017,"Heath","Shaw","GWS",5
2017,"Henry","Schade","Collingwood",4
2017,"Hugh","Greenwood","Adelaide",6
2017,"Hugh","McCluggage","Brisbane Lions",1
2017,"Isaac","Heeney","Sydney",1
2017,"Isaac","Smith","Hawthorn",1
2017,"Ivan","Soldo","Richmond",3
2017,"Jack","Billings","St Kilda",1
2017,"Jack","Bowes","Gold Coast",5
2017,"Jack","Crisp","Collingwood",5
2017,"Jack","Darling","West Coast",7
2017,"Jack","Fitzpatrick","Hawthorn",4
2017,"Jack","Frost","Brisbane Lions",4
2017,"Jack","Graham","Richmond",6
2017,"Jack","Gunston","Hawthorn",1
2017,"Jack","Hombsch","Port Adelaide",4
2017,"Jack","Leslie","Gold Coast",4
2017,"Jack","Lonie","St Kilda",2
2017,"Jack","Macrae","Western Bulldogs",6
2017,"Jack","Martin","Gold Coast",1
2017,"Jack","Newnes","St Kilda",5
2017,"Jack","Redden","West Coast",6
2017,"Jack","Redpath","Western Bulldogs",7
2017,"Jack","Riewoldt","Richmond",7
2017,"Jack","Scrimshaw","Gold Coast",4
2017,"Jack","Silvagni","Carlton",7
2017,"Jack","Sinclair","St Kilda",2
2017,"Jack","Steele","St Kilda",6
2017,"Jack","Steven","St Kilda",6
2017,"Jack","Trengove","Melbourne",5
2017,"Jack","Viney","Melbourne",6
2017,"Jack","Watts","Melbourne",7
2017,"Jack","Ziebell","North Melbourne",6
2017,"Jackson","Nelson","West Coast",5
2017,"Jackson","Ramsay","Collingwood",5
2017,"Jackson","Thurlow","Geelong",5
2017,"Jackson","Trengove","Port Adelaide",7
2017,"Jacob","Allison","Brisbane Lions",1
2017,"Jacob","Hopper","GWS",6
2017,"Jacob","Townsend","Richmond",7
2017,"Jacob","Weitering","Carlton",4
2017,"Jade","Gresham","St Kilda",2
2017,"Jaeger","O'Meara","Hawthorn",6
2017,"Jake","Barrett","Brisbane Lions",2
2017,"Jake","Batchelor","Richmond",4
2017,"Jake","Carlisle","St Kilda",4
2017,"Jake","Kelly","Adelaide",5
2017,"Jake","Kolodjashnij","Geelong",5
2017,"Jake","Lever","Adelaide",4
2017,"Jake","Lloyd","Sydney",5
2017,"Jake","Melksham","Melbourne",1
2017,"Jake","Neade","Port Adelaide",2
2017,"Jake","Spencer","Melbourne",3
2017,"Jake","Stringer","Western Bulldogs",7
2017,"James","Aish","Collingwood",1
2017,"James","Cousins","Hawthorn",2
2017,"James","Frawley","Hawthorn",4
2017,"James","Harmes","Melbourne",2
2017,"James","Kelly","Essendon",5
2017,"James","Parsons","Geelong",2
2017,"James","Rose","Sydney",2
2017,"James","Sicily","Hawthorn",5
2017,"James","Stewart","Essendon",7
2017,"Jamie","Cripps","West Coast",2
2017,"Jamie","Elliott","Collingwood",7
2017,"Jamie","Macmillan","North Melbourne",5
2017,"Jared","Polec","Port Adelaide",1
2017,"Jarman","Impey","Port Adelaide",2
2017,"Jarrad","Grant","Gold Coast",5
2017,"Jarrad","Jansen","Brisbane Lions",5
2017,"Jarrad","McVeigh","Sydney",5
2017,"Jarrad","Waite","North Melbourne",7
2017,"Jarrod","Berry","Brisbane Lions",1
2017,"Jarrod","Harbrow","Gold Coast",5
2017,"Jarrod","Pickett","Carlton",2
2017,"Jarrod","Witts","Gold Coast",3
2017,"Jarryd","Blair","Collingwood",2
2017,"Jarryd","Lyons","Gold Coast",6
2017,"Jarryd","Roughead","Hawthorn",7
2017,"Jarryn","Geary","St Kilda",5
2017,"Jason","Castagna","Richmond",2
2017,"Jason","Johannisen","Western Bulldogs",5
2017,"Jasper","Pittard","Port Adelaide",5
2017,"Jay","Kennedy Harris","Melbourne",2
2017,"Jayden","Hunt","Melbourne",5
2017,"Jayden","Laverde","Essendon",2
2017,"Jayden","Short","Richmond",5
2017,"Jed","Anderson","North Melbourne",2
2017,"Jed","Bews","Geelong",5
2017,"Jed","Lamb","Carlton",2
2017,"Jeff","Garlett","Melbourne",7
2017,"Jeremy","Cameron","GWS",7
2017,"Jeremy","Finlayson","GWS",2
2017,"Jeremy","Howe","Collingwood",5
2017,"Jeremy","Laidler","Sydney",4
2017,"Jeremy","McGovern","West Coast",4
2017,"Jesse","Hogan","Melbourne",7
2017,"Jesse","Joyce","Gold Coast",5
2017,"Jesse","Lonergan","Gold Coast",1
2017,"Jesse","White","Collingwood",7
2017,"Jimmy","Toumpas","Port Adelaide",5
2017,"Jimmy","Webster","St Kilda",5
2017,"Jobe","Watson","Essendon",6
2017,"Joe","Atley","Port Adelaide",2
2017,"Joe","Daniher","Essendon",7
2017,"Joel","Hamling","Fremantle",4
2017,"Joel","Selwood","Geelong",6
2017,"Joel","Smith","Melbourne",4
2017,"Jonathan","Giles","West Coast",3
2017,"Jonathon","Beech","Adelaide",1
2017,"Jonathon","Griffin","Fremantle",3
2017,"Jonathon","Patton","GWS",7
2017,"Jordan","Cunico","Geelong",1
2017,"Jordan","Dawson","Sydney",1
2017,"Jordan","Foote","Sydney",2
2017,"Jordan","Gallucci","Adelaide",2
2017,"Jordan","Lewis","Melbourne",1
2017,"Jordan","Murdoch","Geelong",1
2017,"Jordan","Roughead","Western Bulldogs",3
2017,"Jordan","de Goey","Collingwood",1
2017,"Josh","Battle","St Kilda",7
2017,"Josh","Begley","Essendon",7
2017,"Josh","Bruce","St Kilda",7
2017,"Josh","Caddy","Richmond",2
2017,"Josh","Cowan","Geelong",5
2017,"Josh","Daicos","Collingwood",2
2017,"Josh","Deluca","Fremantle",2
2017,"Josh","Dunkley","Western Bulldogs",2
2017,"Josh","Gibson","Hawthorn",4
2017,"Josh","Green","Essendon",2
2017,"Josh","Hill","West Coast",2
2017,"Josh","Jenkins","Adelaide",7
2017,"Josh","Kelly","GWS",6
2017,"Josh","Kennedy","Sydney",6
2017,"Josh","Kennedy","West Coast",7
2017,"Josh","Schache","Brisbane Lions",7
2017,"Josh","Schoenfeld","Gold Coast",2
2017,"Josh","Smith","Collingwood",5
2017,"Josh","Thomas","Collingwood",2
2017,"Josh","Wagner","Melbourne",5
2017,"Josh","Walker","Brisbane Lions",1
2017,"Josh","Williams","North Melbourne",1
2017,"Justin","Westhoff","Port Adelaide",1
2017,"Jy","Simpkin","North Melbourne",2
2017,"Kade","Kolodjashnij","Gold Coast",5
2017,"Kade","Simpson","Carlton",5
2017,"Kade","Stewart","Hawthorn",2
2017,"Kaiden","Brand","Hawthorn",4
2017,"Kamdyn","McIntosh","Richmond",5
2017,"Kane","Lambert","Richmond",6
2017,"Karl","Amon","Port Adelaide",1
2017,"Kayle","Kirby","Collingwood",2
2017,"Kayne","Turner","North Melbourne",2
2017,"Keegan","Brooksby","Gold Coast",4
2017,"Kieren","Jack","Sydney",6
2017,"Koby","Stevens","St Kilda",1
2017,"Kurt","Heatherley","Hawthorn",4
2017,"Kurt","Mutimer","West Coast",2
2017,"Kurt","Tippett","Sydney",7
2017,"Kyle","Hartigan","Adelaide",4
2017,"Kyle","Langford","Essendon",7
2017,"Lachie","Henderson","Geelong",5
2017,"Lachie","Hunter","Western Bulldogs",1
2017,"Lachie","Neale","Fremantle",6
2017,"Lachie","Plowman","Carlton",4
2017,"Lachie","Weller","Fremantle",5
2017,"Lachie","Whitfield","GWS",1
2017,"Lachlan","Hansen","North Melbourne",4
2017,"Lance","Franklin","Sydney",7
2017,"Lee","Spurr","Fremantle",5
2017,"Leigh","Montagna","St Kilda",5
2017,"Levi","Casboult","Carlton",7
2017,"Levi","Greenwood","Collingwood",2
2017,"Lewis","Jetta","West Coast",1
2017,"Lewis","Melican","Sydney",4
2017,"Lewis","Taylor","Brisbane Lions",1
2017,"Lewis","Young","Western Bulldogs",4
2017,"Liam","Dawson","Brisbane Lions",4
2017,"Liam","Duggan","West Coast",5
2017,"Liam","Jones","Carlton",4
2017,"Liam","Picken","Western Bulldogs",2
2017,"Liam","Shiels","Hawthorn",6
2017,"Liam","Sumner","Carlton",2
2017,"Lin","Jong","Western Bulldogs",6
2017,"Lincoln","McCarthy","Geelong",2
2017,"Lindsay","Thomas","North Melbourne",2
2017,"Logan","Austin","Port Adelaide",4
2017,"Lukas","Webb","Western Bulldogs",2
2017,"Luke","Breust","Hawthorn",2
2017,"Luke","Brown","Adelaide",5
2017,"Luke","Dahlhaus","Western Bulldogs",6
2017,"Luke","Dunstan","St Kilda",6
2017,"Luke","Hodge","Hawthorn",5
2017,"Luke","McDonald","North Melbourne",1
2017,"Luke","Parker","Sydney",6
2017,"Luke","Partington","West Coast",1
2017,"Luke","Ryan","Fremantle",5
2017,"Luke","Shuey","West Coast",6
2017,"Lynden","Dunn","Collingwood",4
2017,"Mac","Pitchford","GWS",2
2017,"Mac","Pitchford","Port Adelaide",3
2017,"Mackenzie","Willis","Gold Coast",5
2017,"Majak","Daw","North Melbourne",3
2017,"Malcolm","Karpany","West Coast",2
2017,"Marc","Murphy","Carlton",6
2017,"Marco","Paparone","Brisbane Lions",5
2017,"Marcus","Adams","Western Bulldogs",4
2017,"Marcus","Bontempelli","Western Bulldogs",6
2017,"Mark","Baguley","Essendon",5
2017,"Mark","Blicavs","Geelong",1
2017,"Mark","Hutchings","West Coast",2
2017,"Mark","LeCras","West Coast",7
2017,"Mark","O'Connor","Geelong",4
2017,"Marley","Williams","North Melbourne",5
2017,"Martin","Gleeson","Essendon",5
2017,"Mason","Cox","Collingwood",3
2017,"Mason","Wood","North Melbourne",7
2017,"Matt","Buntine","GWS",5
2017,"Matt","Crouch","Adelaide",6
2017,"Matt","Dea","Essendon",5
2017,"Matt","Priddis","West Coast",6
2017,"Matt","Rosa","Gold Coast",1
2017,"Matt","Scharenberg","Collingwood",5
2017,"Matt","Shaw","Gold Coast",1
2017,"Matt","Suckling","Western Bulldogs",5
2017,"Matt","White","Port Adelaide",2
2017,"Matthew","Boyd","Western Bulldogs",5
2017,"Matthew","Broadbent","Port Adelaide",5
2017,"Matthew","Hammelmann","Brisbane Lions",4
2017,"Matthew","Kennedy","GWS",1
2017,"Matthew","Kreuzer","Carlton",3
2017,"Matthew","Leuenberger","Essendon",3
2017,"Matthew","Taberner","Fremantle",7
2017,"Matthew","Wright","Carlton",2
2017,"Maverick","Weller","St Kilda",2
2017,"Max","Gawn","Melbourne",3
2017,"Max","Spencer","Gold Coast",4
2017,"Michael","Barlow","Gold Coast",1
2017,"Michael","Close","Brisbane Lions",7
2017,"Michael","Hartley","Essendon",4
2017,"Michael","Hibberd","Melbourne",5
2017,"Michael","Hurley","Essendon",5
2017,"Michael","Johnson","Fremantle",5
2017,"Michael","Rischitelli","Gold Coast",2
2017,"Michael","Walters","Fremantle",2
2017,"Mitch","Brown","Essendon",4
2017,"Mitch","Duncan","Geelong",6
2017,"Mitch","Hallahan","Gold Coast",6
2017,"Mitch","Hannan","Melbourne",2
2017,"Mitch","Honeychurch","Western Bulldogs",2
2017,"Mitch","McGovern","Adelaide",7
2017,"Mitch","Robinson","Brisbane Lions",6
2017,"Mitch","Wallis","Western Bulldogs",6
2017,"Mitch","White","Melbourne",5
2017,"Mitchell","Hibberd","North Melbourne",5
2017,"Nakia","Cockatoo","Geelong",2
2017,"Nat","Fyfe","Fremantle",6
2017,"Nathan","Broad","Richmond",5
2017,"Nathan","Brown","St Kilda",4
2017,"Nathan","Hrovat","North Melbourne",2
2017,"Nathan","Jones","Melbourne",6
2017,"Nathan","Vardy","West Coast",3
2017,"Nathan","Wilson","GWS",5
2017,"Nathan","Wright","St Kilda",2
2017,"Neville","Jetta","Melbourne",5
2017,"Nic","Newman","Sydney",1
2017,"Nick","Graham","Carlton",1
2017,"Nick","Haynes","GWS",5
2017,"Nick","Larkey","North Melbourne",2
2017,"Nick","Riewoldt","St Kilda",7
2017,"Nick","Robertson","Brisbane Lions",5
2017,"Nick","Smith","Sydney",5
2017,"Nick","Suban","Fremantle",2
2017,"Nick","Vlastuin","Richmond",5
2017,"Oleg","Markov","Richmond",5
2017,"Oliver","Florent","Sydney",2
2017,"Ollie","Wines","Port Adelaide",6
2017,"Orazio","Fantasia","Essendon",7
2017,"Oscar","McDonald","Melbourne",4
2017,"Paddy","McCartin","St Kilda",7
2017,"Patrick","Ambrose","Essendon",4
2017,"Patrick","Cripps","Carlton",6
2017,"Patrick","Dangerfield","Geelong",6
2017,"Patrick","Lipinski","Western Bulldogs",7
2017,"Paul","Puopolo","Hawthorn",2
2017,"Paul","Seedsman","Adelaide",1
2017,"Pearce","Hanley","Gold Coast",5
2017,"Peter","Wright","Gold Coast",7
2017,"Phil","Davis","GWS",4
2017,"Reece","Conca","Richmond",5
2017,"Rhys","Mathieson","Brisbane Lions",6
2017,"Rhys","Palmer","Carlton",1
2017,"Rhys","Stanley","Geelong",3
2017,"Richard","Douglas","Adelaide",6
2017,"Ricky","Henderson","Hawthorn",1
2017,"Riley","Bonner","Port Adelaide",5
2017,"Riley","Knight","Adelaide",2
2017,"Robbie","Fox","Sydney",2
2017,"Robbie","Gray","Port Adelaide",7
2017,"Robbie","Tarrant","North Melbourne",5
2017,"Robert","Murphy","Western Bulldogs",1
2017,"Rohan","Bewick","Brisbane Lions",5
2017,"Rory","Atkins","Adelaide",1
2017,"Rory","Laird","Adelaide",5
2017,"Rory","Lobb","GWS",3
2017,"Rory","Sloane","Adelaide",6
2017,"Rory","Thompson","Gold Coast",4
2017,"Rowan","Marshall","St Kilda",5
2017,"Rupert","Wills","Collingwood",1
2017,"Ryan","Bastinac","Brisbane Lions",1
2017,"Ryan","Burton","Hawthorn",5
2017,"Ryan","Clarke","North Melbourne",1
2017,"Ryan","Davis","Gold Coast",5
2017,"Ryan","Griffen","GWS",6
2017,"Ryan","Harwood","Brisbane Lions",5
2017,"Ryan","Lester","Brisbane Lions",1
2017,"Ryan","Nyhuis","Fremantle",7
2017,"Ryan","Schoenmakers","Hawthorn",7
2017,"Sam","Butler","West Coast",5
2017,"Sam","Collins","Fremantle",4
2017,"Sam","Docherty","Carlton",5
2017,"Sam","Durdin","North Melbourne",4
2017,"Sam","Frost","Melbourne",4
2017,"Sam","Gibson","North Melbourne",1
2017,"Sam","Gilbert","St Kilda",5
2017,"Sam","Gray","Port Adelaide",1
2017,"Sam","Jacobs","Adelaide",3
2017,"Sam","Kerridge","Carlton",1
2017,"Sam","Lloyd","Richmond",2
2017,"Sam","Mayes","Brisbane Lions",5
2017,"Sam","Menegola","Geelong",6
2017,"Sam","Mitchell","West Coast",1
2017,"Sam","Naismith","Sydney",3
2017,"Sam","Petrevski-Seton","Carlton",2
2017,"Sam","Powell-Pepper","Port Adelaide",6
2017,"Sam","Reid","GWS",2
2017,"Sam","Reid","Sydney",7
2017,"Sam","Rowe","Carlton",4
2017,"Sam","Simpson","Geelong",2
2017,"Sam","Skinner","Brisbane Lions",7
2017,"Sam","Weideman","Melbourne",7
2017,"Scott","Lycett","West Coast",3
2017,"Scott","Pendlebury","Collingwood",6
2017,"Scott","Selwood","Geelong",6
2017,"Scott","Thompson","Adelaide",6
2017,"Scott","Thompson","North Melbourne",4
2017,"Sean","Darcy","Fremantle",3
2017,"Sean","Lemmens","Gold Coast",2
2017,"Sebastian","Ross","St Kilda",6
2017,"Shai","Bolton","Richmond",2
2017,"Shane","Biggs","Western Bulldogs",5
2017,"Shane","Edwards","Richmond",2
2017,"Shane","Kersten","Fremantle",7
2017,"Shane","Mumford","GWS",3
2017,"Shane","Savage","St Kilda",5
2017,"Shannon","Hurn","West Coast",5
2017,"Sharrod","Wellingham","West Coast",5
2017,"Shaun","Atley","North Melbourne",1
2017,"Shaun","Burgoyne","Hawthorn",6
2017,"Shaun","Grigg","Richmond",1
2017,"Shaun","Higgins","North Melbourne",6
2017,"Shaun","McKernan","Essendon",3
2017,"Simon","White","Carlton",5
2017,"Steele","Sidebottom","Collingwood",1
2017,"Stefan","Martin","Brisbane Lions",3
2017,"Stephen","Coniglio","GWS",6
2017,"Stephen","Hill","Fremantle",6
2017,"Steve","Johnson","GWS",7
2017,"Steven","May","Gold Coast",4
2017,"Steven","Morris","Richmond",2
2017,"Steven","Motlop","Geelong",1
2017,"Stewart","Crameri","Western Bulldogs",2
2017,"Taylor","Adams","Collingwood",6
2017,"Taylor","Duryea","Hawthorn",1
2017,"Taylor","Garner","North Melbourne",2
2017,"Taylor","Hunt","Richmond",2
2017,"Taylor","Walker","Adelaide",7
2017,"Teia","Miles","Hawthorn",2
2017,"Tendai","Mzungu","GWS",2
2017,"Tim","Broomhead","Collingwood",1
2017,"Tim","English","Western Bulldogs",4
2017,"Tim","Membrey","St Kilda",7
2017,"Tim","Mohr","GWS",4
2017,"Tim","O'Brien","Hawthorn",7
2017,"Tim","Smith","Melbourne",7
2017,"Tim","Taranto","GWS",2
2017,"Toby","Greene","GWS",7
2017,"Toby","McLean","Western Bulldogs",6
2017,"Toby","Nankervis","Richmond",3
2017,"Todd","Elton","Richmond",7
2017,"Todd","Goldstein","North Melbourne",3
2017,"Todd","Marshall","Port Adelaide",2
2017,"Tom","Barrass","West Coast",4
2017,"Tom","Bell","Brisbane Lions",2
2017,"Tom","Bellchambers","Essendon",3
2017,"Tom","Boyd","Western Bulldogs",3
2017,"Tom","Campbell","Western Bulldogs",3
2017,"Tom","Clurey","Port Adelaide",4
2017,"Tom","Cole","West Coast",4
2017,"Tom","Cutler","Brisbane Lions",5
2017,"Tom","Hawkins","Geelong",7
2017,"Tom","Hickey","St Kilda",3
2017,"Tom","Jonas","Port Adelaide",4
2017,"Tom","Langdon","Collingwood",5
2017,"Tom","Liberatore","Western Bulldogs",6
2017,"Tom","Lonergan","Geelong",4
2017,"Tom","Lynch","Adelaide",7
2017,"Tom","Lynch","Gold Coast",7
2017,"Tom","McDonald","Melbourne",4
2017,"Tom","Mitchell","Hawthorn",6
2017,"Tom","Papley","Sydney",2
2017,"Tom","Phillips","Collingwood",1
2017,"Tom","Rockliff","Brisbane Lions",6
2017,"Tom","Ruggles","Geelong",5
2017,"Tom","Scully","GWS",1
2017,"Tom","Sheridan","Fremantle",5
2017,"Tom","Stewart","Geelong",5
2017,"Tom","Williamson","Carlton",5
2017,"Tomas","Bugg","Melbourne",2
2017,"Tory","Dickson","Western Bulldogs",2
2017,"Touk","Miller","Gold Coast",2
2017,"Travis","Boak","Port Adelaide",1
2017,"Travis","Cloke","Western Bulldogs",7
2017,"Travis","Colyer","Essendon",1
2017,"Travis","Varcoe","Collingwood",1
2017,"Trent","Cotchin","Richmond",6
2017,"Trent","Dumont","North Melbourne",6
2017,"Trent","McKenzie","Gold Coast",5
2017,"Troy","Menzel","Adelaide",2
2017,"Ty","Vickery","Hawthorn",3
2017,"Tyson","Goldsack","Collingwood",4
2017,"Tyson","Stengle","Richmond",2
2017,"Wayne","Milera","Adelaide",1
2017,"Will","Brodie","Gold Coast",1
2017,"Will","Hayward","Sydney",7
2017,"Will","Hoskin-Elliott","Collingwood",1
2017,"Will","Langford","Hawthorn",6
2017,"Will","Schofield","West Coast",4
2017,"Will","Setterfield","GWS",2
2017,"Wylie","Buzza","Geelong",7
2017,"Zac","Dawson","Fremantle",4
2017,"Zac","Fisher","Carlton",2
2017,"Zac","Smith","Geelong",3
2017,"Zac","Williams","GWS",1
2017,"Zach","Guthrie","Geelong",5
2017,"Zach","Merrett","Essendon",6
2017,"Zach","Tuohy","Geelong",5
2017,"Zaine","Cordy","Western Bulldogs",4
2017,"Zak","Jones","Sydney",1
2018,"Aaron","Black","Geelong",5
2018,"Aaron","Francis","Essendon",5
2018,"Aaron","Hall","Gold Coast",5
2018,"Aaron","Mullett","Carlton",5
2018,"Aaron","Naughton","Western Bulldogs",4
2018,"Aaron","Sandilands","Fremantle",3
2018,"Aaron","Vandenberg","Melbourne",1
2018,"Aaron","Young","Gold Coast",2
2018,"Adam","Cerra","Fremantle",1
2018,"Adam","Kennedy","GWS",5
2018,"Adam","Oxley","Collingwood",1
2018,"Adam","Saad","Essendon",5
2018,"Adam","Tomlinson","GWS",1
2018,"Adam","Treloar","Collingwood",6
2018,"Aidan","Corr","GWS",4
2018,"Aiden","Bonar","GWS",2
2018,"Aidyn","Johnson","Port Adelaide",2
2018,"Alex","Fasolo","Collingwood",2
2018,"Alex","Johnson","Sydney",4
2018,"Alex","Keath","Adelaide",4
2018,"Alex","Morgan","North Melbourne",5
2018,"Alex","Neal-Bullen","Melbourne",2
2018,"Alex","Pearce","Fremantle",4
2018,"Alex","Rance","Richmond",4
2018,"Alex","Sexton","Gold Coast",2
2018,"Alex","Witherden","Brisbane Lions",5
2018,"Aliir","Aliir","Sydney",5
2018,"Allen","Christensen","Brisbane Lions",1
2018,"Andrew","Brayshaw","Fremantle",1
2018,"Andrew","Gaff","West Coast",1
2018,"Andrew","McGrath","Essendon",5
2018,"Andrew","Phillips","Carlton",3
2018,"Andy","Otten","Adelaide",4
2018,"Angus","Brayshaw","Melbourne",6
2018,"Anthony","McDonald-Tipungwuti","Essendon",2
2018,"Anthony","Miles","Richmond",6
2018,"Bachar","Houli","Richmond",5
2018,"Bailey","Banfield","Fremantle",1
2018,"Bailey","Dale","Western Bulldogs",2
2018,"Bailey","Rice","St Kilda",5
2018,"Bailey","Williams","Western Bulldogs",5
2018,"Bayley","Fritsch","Melbourne",1
2018,"Ben","Ainsworth","Gold Coast",2
2018,"Ben","Brown","North Melbourne",7
2018,"Ben","Crocker","Collingwood",2
2018,"Ben","Cunnington","North Melbourne",6
2018,"Ben","Jacobs","North Melbourne",6
2018,"Ben","Keays","Brisbane Lions",2
2018,"Ben","Long","St Kilda",2
2018,"Ben","McEvoy","Hawthorn",3
2018,"Ben","McNiece","Essendon",5
2018,"Ben","Paton","St Kilda",7
2018,"Ben","Reid","Collingwood",7
2018,"Ben","Ronke","Sydney",2
2018,"Ben","Stratton","Hawthorn",4
2018,"Bernie","Vince","Melbourne",5
2018,"Billy","Frampton","Port Adelaide",7
2018,"Billy","Gowers","Western Bulldogs",7
2018,"Billy","Hartung","North Melbourne",1
2018,"Billy","Longer","St Kilda",3
2018,"Billy","Stretch","Melbourne",1
2018,"Blake","Acres","St Kilda",1
2018,"Blake","Hardwick","Hawthorn",5
2018,"Brad","Ebert","Port Adelaide",6
2018,"Brad","Lynch","Western Bulldogs",5
2018,"Brad","Scheer","Gold Coast",2
2018,"Brad","Sheppard","West Coast",5
2018,"Bradley","Hill","Fremantle",1
2018,"Brady","Grey","Fremantle",2
2018,"Brandan","Parfitt","Geelong",2
2018,"Brandon","Ellis","Richmond",5
2018,"Brandon","Matera","Fremantle",2
2018,"Brandon","Starcevich","Brisbane Lions",2
2018,"Brandon","White","St Kilda",5
2018,"Brayden","Ainsworth","West Coast",1
2018,"Brayden","Crossley","Gold Coast",7
2018,"Brayden","Fiorini","Gold Coast",1
2018,"Brayden","Maynard","Collingwood",5
2018,"Brayden","Sier","Collingwood",6
2018,"Brendan","Whitecross","Hawthorn",1
2018,"Brendon","Ah Chee","West Coast",2
2018,"Brendon","Goddard","Essendon",5
2018,"Brennan","Cox","Fremantle",7
2018,"Brent","Daniels","GWS",2
2018,"Brett","Deledio","GWS",1
2018,"Brodie","Grundy","Collingwood",3
2018,"Brodie","Smith","Adelaide",5
2018,"Brody","Mihocek","Collingwood",7
2018,"Bryce","Gibbs","Adelaide",6
2018,"Cale","Hooker","Essendon",4
2018,"Caleb","Daniel","Western Bulldogs",1
2018,"Caleb","Marchbank","Carlton",4
2018,"Callan","Ward","GWS",6
2018,"Callum","Ah Chee","Gold Coast",1
2018,"Callum","Brown","Collingwood",2
2018,"Callum","Mills","Sydney",5
2018,"Callum","Moore","Richmond",7
2018,"Callum","Sinclair","Sydney",3
2018,"Cam","Ellis-Yolmen","Adelaide",6
2018,"Cam","McCarthy","Fremantle",7
2018,"Cam","Rayner","Brisbane Lions",2
2018,"Cam","Sutcliffe","Fremantle",2
2018,"Cameron","Guthrie","Geelong",5
2018,"Cameron","O'Shea","Carlton",5
2018,"Cameron","Pedersen","Melbourne",2
2018,"Cameron","Polson","Carlton",2
2018,"Cameron","Zurhaar","North Melbourne",2
2018,"Cedric","Cox","Brisbane Lions",5
2018,"Chad","Wingard","Port Adelaide",6
2018,"Charlie","Ballard","Gold Coast",4
2018,"Charlie","Cameron","Brisbane Lions",2
2018,"Charlie","Curnow","Carlton",7
2018,"Charlie","Dixon","Port Adelaide",7
2018,"Charlie","Spargo","Melbourne",2
2018,"Chris","Masten","West Coast",1
2018,"Chris","Mayne","Collingwood",1
2018,"Christian","Petracca","Melbourne",6
2018,"Christian","Salem","Melbourne",5
2018,"Ciaran","Byrne","Carlton",5
2018,"Clayton","Oliver","Melbourne",6
2018,"Colin","O'Riordan","Sydney",5
2018,"Connor","Blakely","Fremantle",5
2018,"Connor","Menadue","Richmond",1
2018,"Conor","Glass","Hawthorn",5
2018,"Conor","McKenna","Essendon",5
2018,"Conor","Nash","Hawthorn",7
2018,"Corey","Ellis","Richmond",5
2018,"Corey","Maynard","Melbourne",6
2018,"Cory","Gregson","Geelong",2
2018,"Curtly","Hampton","Adelaide",2
2018,"Cyril","Rioli","Hawthorn",2
2018,"Dale","Morris","Western Bulldogs",4
2018,"Dale","Thomas","Carlton",5
2018,"Dan","Butler","Richmond",2
2018,"Dan","Hannebery","Sydney",1
2018,"Dan","Houston","Port Adelaide",5
2018,"Dan","Robinson","Sydney",1
